440,400,-5,225,154,410,ARKO,84,1,7
170,400,-5,315,316,410,ARKo,16,1,7
220,400,-5,315,148,260,ARko,239,0,7
120,400,-5,135,142,50,ARKOC,94,0,7
330,400,-5,225,454,290,something,123,1,7
160,400,-5,45,13,149,SOMETHING,48,1,7
70,400,-5,315,469,113,Something,74,0,7
20,400,-5,225,442,230,arko chatterjee,2,1,7
